CLUE,ANS,POS
Fiend ,demon,2
Football official (colloq.) ,ref,1
"Wiped out, deleted ",erased,1
Taut ,tight,1
Capital of the Balearic Islands,palma,1
Reverberate ,echo,1
Troubles ,difficulties,2
Inventors' protections ,patents,1
"Catastrophe, tragedy ",disaster,2
In this place ,here,1
Pack ,stow,7
Speed up ,quicken,3
Jerk of a gun when it's fired ,recoil,1
An official decree from Russia ,ukase,1
Large unit of old Roman army ,legion,1
Happening ,event,1
Plot outline ,scenario,2
Pigs' feet,trotters,2
Arthur's capital ,camelot,1
Arms Dan oddly with a type of roof ,mansard,10
Each of two ,either,11
Soft feathers ,down,1
Ship's steering apparatus ,rudder,4
Painful heart condition ,angina,1
Film,movie,1
Recreational snow slope ,ski run,19
Ambrosia ,nectar,2
Owns up or grants entrance to ,admits,1
Shout loudly ,bawl,17
