CLUE,ANS,POS,FOUND IN
Quick photo ,snapshot,7,Split-second snapshot
Of a horse ,equine,1,Equine: Referring to something related to horses in general.
Fishing boat; vagrant,drifter,4,Drifter at sea
Female sheep ,ewe,1,"Ewe: The term ""ewe"" refers to an adult female sheep, typically used when the age or breed is not specified."
Long thin flag ,streamer,6,Fine streamer
Follower of Haile Selassie ,rasta,5,Adherent to the Rastafarian faith (due to reverence of Haile Selassie)
Period of history ,age,3,"Age of Enlightenment: An intellectual and philosophical movement that dominated the world of ideas during the 17th and 18th centuries, emphasizing reason, logic, scientific inquiry, and challenging traditional authority structures"
College award ,degree,10,Distinguished degree
Fusillade ,salvo,8,Salvo of gunshots
Mythical female warriors of Scythia ,amazons,1,"Amazons: The legendary tribe of fierce female warriors often associated with ancient Scythia, known for their archery skills and martial prowess."
Cut of meat from between rib and haunch ,loin,4,"Chateaubriand (specifically refers to a dish made from tenderloin, which could imply being cut near a rib and haunch region if taken out of context; however, it's more accurate for beef but can fit in broader understanding)"
