CLUE,ANS,POS
Unit of electrical energy ,kilowatt-hour,2
Russian dictator ,stalin,1
"Going on and on, interminable ",endless,2
Fasteners with threaded shanks ,screws,2
Latin poet ,virgil,1
Two-hump camel ,bactrian,1
Male fertilising organ of flowering plants ,stamen,1
"With tender, nostalgic or sad feelings ",sentimental,3
Tail vertebrae ,coccyx,1
Firmly fixed or free from uncertainty ,secure,2
Flee ,escape,1
Winter sport ,skiing,1
Ownership ,possession,2
Lloyd Webber musical set in Argentina ,evita,2
Simple arithmetic ,addition,1
It connects points of equal air pressure ,isobar,1
Fungus used in baking ,yeast,1
Asian country ,india,3
Edible bulb ,onion,1
Die away ,dwindle,6
"Natural, inborn ",innate,1
Dwell ,reside,1
Glass or plastic vessel ,bottle,2
Plant from a corm,crocus,2
NW US state ,montana,4
Soup spoon ,ladle,1
Destructive insect ,pest,1
Small pointed projectile ,dart,2
"Unite, merge ",combine,1
Expose ,unearth,4
Mediocre ,so-so,8
Respectful and considerate ,polite,7
"Praised, lauded ",extolled,5
