CLUE,ANS,POS
Edict ,decree,1
Inculcate; embed ,implant,1
Emitting moisture in the form of vapour ,steaming,9
It attaches tissue to bone ,tendon,2
Turnaround,reversal,2
Holy ,divine,2
Number of players in a doubles game,four,2
Hereditarily-ruled Channel Island ,sark,5
Trial ,hearing,4
Close by,adjacent,2
Line of stakes as a defence,palisade,11
Band of contrasting colour ,stripe,1
Motor vehicle for the seashore ,beach buggy,2
Sure ,certain,12
Fleet commander,admiral,1
Proper; owed ,due,1
The official who ensures fair play ,referee,1
In this time ,now,2
Enter ,come in,2
Process of ending ,cessation,2
