CLUE,ANS,POS,FOUND IN
Exterior ,outer,7,Roofing - The outermost layer that covers and protects the top exterior part of a building.
Fruit; reddish-purple ,plum,5,"Plum (specifically, dark plums)"
Hard felt hat ,bowler,4,"Bowler Hat (Derby) - A hard felt round hat with a tall, indented crown, often associated with classic British attire."
Beer manufacturer ,brewer,10,Harpoon Brewery
Seventh sign of the Zodiac,libra,4,"Libra (The seventh Zodiac sign symbolized by scales, balance, and justice)"
Thong ,g-string,2,G-string (undergarment) - A small piece of fabric or leather that goes between a woman's buttocks and just above her thong.
Equate ,liken,11,Similarity - a likeness or resemblance between two items that share common traits
Travel instantly (sci-fi) ,teleport,1,Teleportation
Resuscitation ,revival,9,Lung revival process
Marry ,wed,1,Wedding
Canvas sunshield ,awning,1,Awnings
Enthusiastic praise ,acclaim,13,Triumphant acclaim
West African river ,gambia,4,"Gambia - The longest river in the Gambia country, which traverses through Senegal's border region to meet with the Atlantic Ocean."
Tropical tree or hand part ,palm,1,Palm (tropical tree)
"... London art gallery, with ...",tate britain,11,Tate Britain (art museum with focus on British art)
