CLUE,ANS,POS,FOUND IN
Sea named after Dutch navigator ,tasman,8,"De Vrieszee (""De"" for ""The"" and ""Vries"" as a surname of multiple explorers, including Abel Tasman who is closely associated with sea exploration)"
Transparent optical devices ,lens,1,Clear lenses
Wealthy,rich,8,Rich in resources
Twofold ,dual,4,Dual-functional
Disks as substitute for coins ,tokens,16,Monetary tokens (virtual currencies used in games or applications)
Legendary sailor of Arabian Nights ,sinbad,1,Sinbad the Sailor
Indicator on computer screen ,cursor,19,Flashing cursor (as a visual indicator of input focus)
"Carefree, lively outing ",spree,19,Cheery spree
Difficulties to be resolved ,problems,2,Complex problems
Make merry ,revel,8,Boisterous revelry
Of society or its organisation ,social,10,Social structure
