CLUE,ANS,POS,FOUND IN
Cries of wild geese ,honks,13,Fading honks
Original New Zealanders ,maori,1,Indigenous Maori
Workers' organisations ,unions,1,Trade unions
Preserve ,keep,6,Keep intact
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1,Gobi Desert (China/Mongolia)
Formal dress ,attire,5,Black-tie attire
"Distinguished, prominent ",eminent,5,Eminent person
Relating to verse - based on the metre ,metric,20,Metrical language
Working the land ,tilling,3,Tilling the soil
Remain ,stay,4,Stay the course
Jupiter is one ,planet,2,Largest planet in our solar system
