CLUE,ANS,POS,FOUND IN
Finlandia composer ,sibelius,1,"Sibelius (Jean Sibelius, a famous Finnish composer)."
Man-made lake or tank,reservoir,1,Reservoir 
Filled pasta squares ,ravioli,11,Ravioli (if considering stuffed squares)
Hot displeasure ,anger,15,Fervor of anger
Lizard that can change its skin colour ,chameleon,2,Chameleon (directly refers to the animal known for changing colors)
Indian tea state ,assam,1,"Nilgiri: A hilly region in Tamil Nadu, which is also famous for its high-quality teas similar to those from Assam and Darjeeling."
Pare ,trim,1,"To trim off the outer layer or skin from something like fruit, vegetable, or meat using a knife or similar tool."
Without a particular aim or purpose - say a choice ,random,1,"Evelyn Witts, I'd approach this by first understanding the essence of words that imply randomness or lack of direction in choices:"
Zero,nil,3,Nilpotent
Saint and King of Norway ,olaf,6,"Olaf II (Olaf the Holy, canonized as St"
Person with refined tastes in food and drink ,epicure,2,Epicurean
