CLUE,ANS,POS,FOUND IN
Fashion designer ,couturier,19,Ethical couturier (emphasizes fair trade and ethical production practices)
Escape from; baffle ,elude,16,Elude capture: To evade and avoid being caught by someone who is pursuing you.
Hindu or Sikh teacher ,guru,1,Guruji (common respectful address for a spiritual guide in both traditions)
Be of use to - wait on,serve,12,Sidewalk server (for street vendors)
Rough drawing ,sketch,3,Primitive sketches
Continuous dull pain ,ache,2,Persistent ache
Heights occupied by Israel ,golan,5,"Golan Heights: A region north of the Sea of Galilee, which was occupied by Israel during the 1967 Six-Day War but remains disputed territory with Syria."
Nearer in space or time ,closer,1,Closer together
National song ,anthem,1,Patriotic anthem
Line of people ,queue,12,Queue (when specifically referring to waiting in line)
Intensive military attack ,blitz,1,Blitzkrieg
