CLUE,ANS,POS,FOUND IN
Showed amusement ,laughed,4,Laughed quietly
Plan of campaign ,strategy,10,"Public relations strategy: Plan press releases, media pitches, and opportunities for earned media coverage to maximize campaign exposure."
Incursive attack ,invasion,10,Invasion of privacy (when applied to digital context)
Justice should hold these evenly ,scales,11,Justice's scales (representing balance)
Systems of words in different areas ,languages,5,"Corpus - Large and structured set of textual data from specific domains or languages, used for linguistic analysis"
Straight ,direct,1,Directly
The Dog-star ,sirius,11,Bright Sirius 
A therapeutic hot spring ,spa,2,Thermal spa
(Child's) rabbit ,bunny,1,Young bunny
A-to-Z listings ,indexes,5,Book indexes
Contagious skin infection,scabies,12,Scabies (Sarcoptes scabiei infestation)
Bank guarantee of payment ,letter of credit,13,Standby letter of credit
The entomologist studies this ,insect,1,Insects
Introduce (anag) - decrease,reduction,2,"Reduction: The act of making something smaller or less in amount, degree, or extent, often used to describe decreases across different fields such as economics, science, and more."
Alga ,seaweed,1,"Simple, basic plant life: Seaweeds"
