CLUE,ANS,POS,FOUND IN
Original New Zealanders ,maori,2,"Maori (indigenous Polynesian people, not limited to just those born in New Zealand)"
Workers' organisations ,unions,1,Labor unions
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,5,Gobi Desert
Formal dress ,attire,3,Black-tie attire
Take a pew,sit,2,Resting position
Reserve specially ,earmark,4,Earmarked sum
Celestial body of hot gases ,star,9,Atmospheric layer of a star
"- and Cromarty, former Scottish county ",ross,14,Highland crossroad
Pursue,chase,1,Chase after
Remain ,stay,11,Staying the same
Jupiter is one ,planet,1,Largest planet in our solar system
Thoroughfare ,avenue,7,Bustling avenue
Imperial land measurement ,acre,1,Acres
