CLUE,ANS,POS,FOUND IN
"Succeed, flourish ",prosper,1,Prosperous
Left out - neglected,omitted,9,Omitted from consideration
Baseball player - bowl,pitcher,2,Pitcher's field
Current affairs ,news,2,Latest news
Ease ,comfort,13,Comfortably simple
Highways ,roads,15,Toll roads
Traveller not driving ,passenger,1,Passenger only
Mexican rolled pancake ,taco,18,Taco shell roll (using small taco shells as a filling container)
Pointed tool for writing ,stylus,8,Stylus (for stylus-based digital writing devices)
Selection of small dishes served in Greek or Turkish cuisine,meze,1,Meze platter
Barren ,sterile,8,Sterile environment
End - period,stop,10,Ultimate stop
Ought to ,should,9,Indicated (when a sign or condition shows it should be done)
Long narrow range of hills ,ridge,1,Elongated ridges
Acid - rancid,sour,1,Sour-tasting
