CLUE,ANS,POS,FOUND IN
and 18 Down: The Great Bear ,ursa,1,Ursa Major
Sunrise ,dawn,1,Dawn's first light
Redact ,edit,2,"**Censorship**: The action or practice of removing, editing, or suppressing parts of written material deemed objectionable by an authority or censor."
Temporary job for work experience ,placement,18,Field placement (for those in academia or research-based programs)
Abba member or tennis legend ,bjorn,3,"Bjorn Borg (from Sweden with no direct link to Abba, however, he is iconic in the sport)"
Military chevron ,stripe,5,Service stripe
Line that intercepts a curve ,secant,3,Secant line
Decorative band on wall ,frieze,7,Charming frieze
Hawaiian rain dance ,hula,1,A hula-infused downpour ritual
Distinguished conductor,maestro,1,Eminent maestro
Aspiration ,ambition,4,Lofty ambitions
Scorn ,disdain,1,Disdainful
"Oblong, square etc. ",shapes,13,Non-standard square (a concept that may encompass oblong and irregular shapes)
