CLUE,ANS,POS,FOUND IN
Finlandia composer ,sibelius,1,Jean Sibelius
Roman fortification between the Forth and Clyde ,antonine wall,20,"Antonine Wall (overall Roman defensive line in this region, not a single fort but related)"
Saturate ,drench,2,Completely drenched
US state ,kansas,3,Arkansas
Impelling ,urging,7,Urging factor
(Walk with) a stiff pompous gait ,strut,1,Arrogantly strutting
"French composer, d. 1963 - clone up (anag)",poulenc,6,Francis Poulenc
Child's construction set ,lego,2,LEGO bricks
Pare ,trim,7,Trimmed
Without a particular aim or purpose - say a choice ,random,8,Random pick
Obscured ,veiled,17,Inscrutably veiled
"Subject to change, variable ",unstable,16,Unstable rate
Saint and King of Norway ,olaf,12,"Olav Haraldsson (also known as Saint Olaf, King of Norway)"
Arouse sadness or sympathy in ,affect,18,Affecting performance
In a dispute (with) ,at loggerheads,17,at loggerheads with
Stuff ,cram,3,Cramped space
Road tax ,toll,8,Toll charge
Consumed ,ate,1,Eaten
Vigour ,energy,10,With more energy than an Andromedan hyperdrive engine
General pardon - international charity ,amnesty,2,Global amnesty
Take a chance ,risk,3,Risky endeavor
"A lively sociable person, always up front ",extrovert,1,Extroverted
Famous diarist ,pepys,2,Samuel Pepys
Full and complete ,entire,4,Entirely
Cook slowly ,stew,1,Stewed
Beatrix Potter character ,peter rabbit,12,Peter Rabbit (herself)
"Motives, rounds ",reasons,13,Intrinsic reasons
Military group ,troop,3,Troops
Baked dough ,pastry,1,Pastry base
Supplicate,pray,2,Pray for assistance
