CLUE,ANS,POS
Animal trail,spoor,4
"27th US president, William",taft,38
Lady with guests,hostess,2
Driver of carriage ,coachman,2
Form of Buddhism ,zen,2
Large spade ,shovel,2
Hearing for an actor ,audition,42
Large strong bags,sacks,22
Highest mountain in Wales ,snowdon,2
They act for others ,agents,3
Was untruthful ,lied,2
"Maxims, adages ",sayings,3
State of southwest US ,arizona,1
Made a Sir ,knighted,22
Chop with an axe ,hew,7
Fellow worker ,colleague,2
Bushy-tailed rodent ,squirrel,42
Talisman ,amulet,2
"Barely, hardly ",scarcely,2
Major world religion ,islam,3
Uprising ,rebellion,5
Thin mortar for filling building joints etc,grout,5
