CLUE,ANS,POS
Groups of people related by blood ,tribes,1
Charge with crime ,indict,3
Compassionate ,humane,6
Style of hat ,fedora,1
Evil-smelling animal of N America ,skunk,1
Money bag ,purse,1
Cold dish ,salad,2
Smuggled goods,contraband,1
"Goal, aim ",objective,1
Barrier of stakes and timbers ,stockade,20
Not harsh or violent ,gentle,1
Made bigger ,enlarged,1
Vase with handles ,urn,1
Deciduous tree ,poplar,12
Garden pest ,aphid,1
Thread or tall tale ,yarn,5
Slaughterhouse ,abattoir,1
Draw in (with mouth) ,suck,2
A brief or casual look ,glance,1
Domestic cattle ,oxen,13
Harvests ,crops,2
Period of rule ,reign,1
