CLUE,ANS,POS,FOUND IN
Insinuate ,imply,6,Imply indirectly
Add by conquest or occupation,annex,1,Annexation
Rubber covering on a wheel ,tyre,8,Tyre (British spelling)
"___ Jones, Harrison Ford hero - US state",indiana,1,Han Solo's co-pilot - Indiana Jones
Beam over a doorway,lintel,15,Overdoor lintel
Effervescence,fizz,2,Fizzing
Usher in ,introduce,1,Introduce formally
Immoderate eater ,glutton,4,Gluttonous
Gain knowledge ,learn,4,Learning
Frightened ,scared,3,Scared stiff
"Refuse, litter ",rubbish,6,Rubbish pile
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,5,Drunken stupor
