CLUE,ANS,POS,FOUND IN
Lady with guests,hostess,1,Affable hostess
Taking ideas from many sources ,eclectic,8,Eclectic ideation process
Form of Buddhism ,zen,1,"Zen: A school of Mahayana Buddhism that emphasizes meditation, mindfulness, and direct experience over ritualistic practices or scriptural study."
Large spade ,shovel,2,Colossal shovel
Hearing for an actor ,audition,1,Audition-ready voice
Large strong bags,sacks,1,Durable sacks
Fleur-de-lis ,lily,1,Flower shaped by lily
Perform exceptionally ,excel,8,Peak of excellence
State of southwest US ,arizona,4,"Mojave Desert: a significant desert region within southern California, Nevada, Utah, and Arizona."
Chop with an axe ,hew,13,"Hew: To cut or shape by striking, which is the primary function of an axe in woodworking contexts."
Oesophagus ,gullet,2,"Gullet: An alternate term for the esophagus, reflecting its role as a conduit between various parts of the digestive system."
An organised massacre of Jews ,pogrom,5,Anti-Semitic pogroms
Ill-suited ,unfit,4,Unfitting
City in Texas - all sad (anag) ,dallas,2,Gloomy Dallas
Major world religion ,islam,2,"Islam: Established by Prophet Muhammad (peace be upon him) in 7th century CE, based on the Quran and Hadith"
Thin mortar for filling building joints etc,grout,7,Grouting compound
Illness ,sickness,14,Unhealthy due to sickness
eg Pooh ,bear,1,Bear with a sweet tooth
