CLUE,ANS,POS
Get bigger ,grow,4
Object thrown in field sports ,discus,4
They decide outcomes of contests ,judges,2
Glass container in the laboratory ,test tube,42
Tufted velvety cord or yarn ,chenille,13
Walk heavily ,stomp,5
Contests or partnerships of equals ,matches,10
Furthest extent ,limit,3
Aid in a crime ,abet,41
Accounts checker,auditor,2
Horned dinosaur ,triceratops,3
Involving hard work ,laborious,3
With much to do ,busy,2
Bigotry ,bias,43
The immaterial part of a person ,psyche,5
South American pack animal ,llama,2
Polynesian garland ,lei,42
