CLUE,ANS,POS
Conspire - small piece of land,plot,4
Make as one ,unify,2
Illness,ailment,5
One sharing home or business,partner,1
Jamaica pepper ,allspice,1
Former name of Ho Chi Minh City ,saigon,1
Volcanic matter ,lava,1
Measurer of rotating force ,torque meter,4
Naval rank ,admiral,1
Be prominent ,stand out,1
Bowl-shaped vessel ,basin,1
Two-masted sailing vessel ,ketch,3
Distinctive air or emanation,aura,1
Policy of remaining apart ,isolationism,1
Feline shriek,caterwaul,7
"Fully, wholly ",entirely,2
"Clear, sane ",lucid,1
Unscripted,ad lib,7
