CLUE,ANS,POS
Old collectable item,antique,1
Cold War term for the capitalist countries ,free world,5
Avoid ,shun,4
More often than not ,mostly,8
Castor and Pollux ,gemini,4
Accept without proof ,assume,3
Nazi-style discrimination,racism,13
Tranquil ,calm,3
"Alone, apart, detached ",isolated,2
Cause of general outrage,scandal,1
Hazard ,peril,4
Yet to come,future,1
Harm or injury ,damage,4
One making changes (in practices) ,reformer,1
Avidly enthusiastic ,zealous,4
Someone not belonging to the nobility ,commoner,3
Agave fibre ,sisal,2
Relative ,aunt,4
Cowboy film ,western,1
Giver ,donor,1
'Beauty is in the eye of the . . . . . . . .' ,beholder,1
Largest city in Nebraska ,omaha,1
Last or final in a process ,ultimate,10
Fermented honey drink ,mead,1
The present time ,today,6
It is better than cure,prevention,1
Merchant ,dealer,3
A place of safety or sanctuary,oasis,16
Shape of a spring ,spiral,3
"Concurred, assented ",agreed,1
Large boiling pot,cauldron,1
"Negligent, unconcerned",careless,6
Heraldic beast ,unicorn,3
