CLUE,ANS,POS
Temporary discharges of workers ,layoffs,1
Artist's black material ,charcoal,1
Great sea ,ocean,1
Greek aubergine-based dish,moussaka,1
It's now Sri Lanka ,ceylon,2
Unparalleled ,unique,1
Actor ,thespian,6
Scandinavian country ,norway,3
Fermented feeding stuff for cattle ,silage,4
Part of the foot ,instep,6
Absolutely horizontal ,level,1
Blyton creation ,noddy,1
Of poor quality ,bad,2
Allotted portion ,share,1
Food intake regime ,diet,1
Lack of rainfall,drought,2
Adherent of Indian religion ,hindu,1
Set off,trigger,7
Middle Eastern market ,bazaar,1
Martial art ,karate,3
Make a hole in ,pierce,4
Word book ,thesaurus,4
