CLUE,ANS,POS
Neither animals nor vegetables ,minerals,1
Worn away by weather ,eroded,1
Man-made lake of stored water ,reservoir,1
Deceived ,duped,5
Swarming (with) ,teeming,4
Indecent ,obscene,4
Practised for public performance,rehearsed,1
Large bivalve ,clam,1
Garments ,clothing,1
Deduce,infer,1
Eventuality ,outcome,1
Its capital is Sofia ,bulgaria,2
One of the Seven Dwarfs,grumpy,2
Joint of a finger when the fist is closed ,knuckle,1
School furniture item ,desk,1
Dawn ,sunrise,1
