CLUE,ANS,POS
Clapping ,applause,1
Allocates a task ,assigns,1
Infantile,babyish,1
Assert one's right to,claim,3
Zodiac sign ,aquarius,11
Men whose wives have died ,widowers,1
Ten years ,decade,1
Relating to artistic writing ,literary,6
Window in  a roof ,skylight,1
Island mostly north of the Arctic circle,greenland,2
Immeasurably bad ,abysmal,2
Medical institutions ,hospitals,1
Breed of antelope ,impala,2
Harbinger ,herald,2
(Of snow) melt ,thaw,1
Loss of memory ,amnesia,6
Small African nocturnal primate with large eyes,bushbaby,2
Pilots,aviators,2
Steak type ,t-bone,4
Broad smile,grin,1
Baseless ,unfounded,3
Seat of a monarch ,throne,1
Member of police force ,officer,2
Attire ,dress,2
Business room - position of responsibility or duty,office,2
Affectedly polite and refined ,genteel,12
