CLUE,ANS,POS,FOUND IN
Pig ,hog,2,Hogs
"Whisk, blend ",stir,2,Stirring
Surprise police visit ,raid,1,Unexpected raid
A group of seven ,septet,7,Quintessential septet
James Bond likes his martini this way ,shaken,1,"Shaken, not stirred"
Hand tool; proverb ,saw,1,"Axe-age saying (""axe age"" suggesting ""old saw"")"
Hot curry ,madras,9,Madras curry sauce
Pungent bulbs ,onions,7,Ramps (wild garlic and onions native to North America)
From Antarctica or the Arctic ,polar,1,Polar bear
Insurance payment,premium,2,Premium refund
"Mist, light fog ",haze,3,Miasma (historically referred to a mist or haze)
Tropical water-lily ,lotus,3,Lotus (a close relative often associated with tropical waters)
Not curds ,whey,10,Yogurt variant without whey
Reddish purple,magenta,20,Magenta infusion
