CLUE,ANS,POS,FOUND IN
Very surprising ,startling,15,Sensationally startling
Patron of Scotland ,andrew,1,"Andrew, the apostle who is said to have preached in Scotland and is revered as the patron saint of Scotland."
Indicate assent; make slip ,nod,1,Nod in agreement
Started again after a break,resumed,9,Resumed with renewed vigor
Contact device,pager,19,Pager (though less common now)
Based on custom rather than documentation ,unwritten,5,Unwritten rule-based
Tenant's payment ,rental,9,Residence rental
Measure applied to gold or gems ,carat,1,CARAT!
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1,"The term ""monsoon"" originates from the Arabic word ""mawsim,"" meaning ""season."""
Put off ,delay,1,Delayed
