CLUE,ANS,POS
Party - hit,bash,1
Agra tourist attraction ,taj mahal,1
Two times ,twice,2
Long-haired rabbit ,angora,1
Winged god of love ,eros,1
Pay a quick informal visit,pop in,1
"Make out, distinguish by eye ",discern,1
Arrow maker ,fletcher,5
Decisions of courts on issues of fact or law ,findings,6
Qualified - expert ,able,2
Automatic machine ,robot,1
Knickers,drawers,4
Book series by John Galsworthy ,the forsyte saga,1
Pre-Aztec Mexicans ,toltecs,6
Inuit abode,igloo,1
Strong drink ,vodka,3
"Of one from Warsaw, say ",polish,1
Brigham Young state ,utah,1
Home loan ,mortgage,1
Patois ,dialect,2
Aviators ,pilots,1
Warning of danger ,alert,1
Impose a penalty ,punish,1
"Shout; Saul --, novelist ",bellow,7
River flowing through Russia and Kazakhstan to the Caspian,ural,9
Pleasure seeker ,hedonist,1
Take small bites from ,nibble,1
