CLUE,ANS,POS
"Prospect, view",vista,2
Social insect ,ant,1
Farm vehicle ,tractor,1
Palindromic German name ,otto,12
Bouquet of wine ,nose,14
"Courting, romancing ",wooing,1
"Levy, inflict ",impose,2
Male relation ,uncle,4
Not damaged in any way,intact,6
Insincere support ,lip service,1
Underground cemetery ,catacomb,2
Boast ,brag,1
Wartime safety device ,gas mask,1
Come to a definite conclusion,resolve,3
Sea snail,whelk,11
Of scientists involved in legal investigations,forensic,1
Small bird; architect ,wren,3
Forgive ,excuse,3
Antelope,impala,4
Church residence ,parsonage,3
Gift; here ,present,1
Shelter (for ships),haven,11
Large African mammal,hippopotamus,3
"-- Gwyn, mistress of Charles II ",nell,1
Become more rigid,stiffen,1
George Eliot novel ,daniel deronda,3
Remunerations ,earnings,5
Chic ,elegant,1
Ball game ,tennis,7
Eye problems causing blurred vision ,cataracts,1
Bird in a cage ,budgie,4
Scope for freedom of action ,latitude,1
Face,visage,1
Church caretaker ,verger,2
OK,all right,13
"Stage entertainment with sketches, songs and dance ",revue,1
