CLUE,ANS,POS
Decoration ,embellishment,4
Person whose earnings support the family ,breadwinner,1
Man-made lake or tank,reservoir,1
Roman fortification between the Forth and Clyde ,antonine wall,1
Filled pasta squares ,ravioli,1
Nonmilitary person ,civilian,1
Start ,begin,2
Saturate ,drench,2
Curt ,terse,4
Hot displeasure ,anger,1
False excuse ,pretext,1
Lizard that can change its skin colour ,chameleon,1
Pare ,trim,5
Obscured ,veiled,7
Gala ,fete,11
Pressing of a dangerous situation to the limit,brinkmanship,4
Person with refined tastes in food and drink ,epicure,1
