CLUE,ANS,POS
"Cricket, table-tennis and baseball implement ",bat,1
Lower layers ,substrata,7
Glowing ,radiant,1
Clown ,buffoon,5
One studying weather and climate ,meteorologist,1
Milder drink taken after a stronger one,chaser,1
Of only average quality ,mediocre,2
Spicy pepper sauce ,tabasco,1
Constant nuisance ,pest,1
Clap ,applaud,1
(Of clothes) ready-made ,off-the-peg,17
Devastate ,ravage,3
Subsequent ,next,3
Lifted ,raised,4
Site of annual Wagner festival ,bayreuth,1
Not faint or feeble ,strong,1
Peace lover; bird ,dove,1
"Ineffectual, vain ",futile,2
A Hindu spiritual teacher ,guru,2
Falsehoods,untruths,14
Deduce ,infer,1
Part of the week ,tuesday,2
Suffering,distress,1
Giggle,titter,6
Shrill cry of a shrike ,shriek,1
