CLUE,ANS,POS,FOUND IN
Party - hit,bash,1,Clubbish bash
Two times ,twice,2,Billed twice
Long-haired rabbit ,angora,7,Angora (not a breed but known for long wool)
Qualified - expert ,able,8,Knowledgeable
Automatic machine ,robot,3,Robotic
Desiccating ,drying,2,Drying out
Lively Parisian dance ,cancan,4,Cancan (a lively Parisian dance popularized during the mid-19th century)
Shoves ,pushes,1,Pushes away
"Of one from Warsaw, say ",polish,2,Polish person
Brigham Young state ,utah,1,Utah's Mormon leader
Impose a penalty ,punish,4,Nutritional deficit punishment: Educational programs or interventions introduced to prevent future instances of hunger due to lack of nutrients.
River flowing through Russia and Kazakhstan to the Caspian,ural,3,Ural River
Dark-red fruit ,plum,12,Red plum
