CLUE,ANS,POS,FOUND IN
Died by submersion ,drowned,7,Drowned victim
Important historical period,era,3,Enlightenment Era
Muck ,dirt,2,Dirty
Automaton resembling a human,android,3,Human-like android
Money lodged to secure release pending trial ,bail,1,Bail money
Glue ,adhesive,1,Adhesive substance
Item of make-up ,lipstick,13,Lipstick shade
God ,deity,6,Deity: Any god or goddess; a higher spirit believed to be worshipped by humans.
"Eg, Tuesday ",weekday,16,A point in time that requires balance between weekdays' activities
Refer (to indirectly) ,allude,4,Allude to a connection between two pieces of information without explicitly stating it
Tetanus ,lockjaw,2,Lockjaw (a common symptom)
Total failure; fall heavily ,flop,18,Total flop (in a non-literal context)
Secret police of the former German Democratic Republic,stasi,1,"Stasi (abbreviation for ""Staatssicherheit"", meaning State Security)"
Prophesy ,foretell,1,"Foretell: To predict or announce future events, often with divine inspiration."
Style of art such as that of Jackson Pollock ,abstract expressionism,1,"Abstract Expressionism: A movement characterized by spontaneous, gestural brushstrokes or mark-making, emphasizing the subconscious and emotional expression."
"Competent, fit ",able,4,Knowledgeable
"Dry and mocking, or bent out of shape ",wry,16,Wry smile
