CLUE,ANS,POS,FOUND IN
Freed from liability,exempt,18,Exempt from obligation or penalty
Clock face ,dial,10,Clock dial
Waves ,surf,2,Undulating surface
Discover ,find,1,Find out
"From Naples, perhaps",italian,17,"The Camorra, an Italian criminal organization with strong roots in the city"
Appends,adds,1,Adds on top
More than is needed ,excess,1,Excessive
Immature ,adolescent,11,Adolescent (young but not necessarily immature in all aspects)
"Nahum, Joel etc. ",prophets,1,Minor prophets
Principality ,wales,9,The Prince of Wales
Warlike ,martial,18,Martial (related to warriors or soldiers)
Engage in a medieval joust - lean,tilt,1,Tilting backward
Bush ,shrub,4,Shrubland habitat
Factor ,element,2,Contributing element
Whirlwind ,tornado,1,Tornado-like pace
Analysed ,examined,1,Examined closely
Mass of bubbles ,froth,4,Frothy conglomerate mass
Small road,lane,5,Pedestrian lane
Of dubious legality ,shady,3,Shady deal
Outside ,external,12,External environment
Lower extension of collar on jacket or coat ,lapel,8,Increased lapel size
Imperial capacity measure,pint,16,Imperial pint
Chinese martial art ,kung fu,5,Shaolin Kung Fu
Honey producer ,bee,2,Beekeeper
"Conduct business, negotiate ",transact,10,Transaction
The peninsula containing Spain and Portugal ,iberia,1,Iberian Peninsula
Careful use (of a resource) ,conservation,5,Wise conservation
Doctor's temporary replacement ,locum,2,Locum tenens
Prepare (material) for publishing ,edit,1,Manuscript editing
A cutter and engraver of gems ,lapidary,4,Lapidary artist
Deep cut ,gash,9,Deep gash
Preserve made with citrus fruits ,marmalade,1,Citrus marmalade
Regard as likely to happen ,expect,5,Expected occurrence
