CLUE,ANS,POS
"Way, course ",route,3
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,2
"Eg, native of Teheran ",iranian,2
Card game - pontoon - couple,bridge,2
Places to sleep ,beds,2
Proprietors ,owners,2
"Shun, avoid ",eschew,46
US witch-trial town ,salem,2
Level or smooth ,even,2
Elongated fish ,eel,2
"Bond, e.g. ",agent,5
Business that serves other businesses ,agency,2
Cruel dictator ,despot,3
Greek master of geometry ,euclid,1
Old name for Spanish peninsula ,iberia,2
Viral disease causing paralysis ,polio,2
Brazilian dance ,samba,42
