CLUE,ANS,POS,FOUND IN
Makes comprehensible ,explains,1,Explains clearly
Lose strength,weaken,1,Weakened
Monstrous creature ,behemoth,8,Fearsome behemoth
Favouritism ,bias,3,Biased preference
Young hares ,leverets,1,"Newborn rabbits: This term directly refers to the young offspring of hares, which are called leverets."
Keenness for food ,appetite,8,Omnivorous appetite
Immature form of an insect ,nymph,2,"Nymph: Refers to young insects that undergo incomplete metamorphosis, gradually developing wing pads and eventually maturing into adults."
Procedure ,method,2,Systematic method
Senior - tree ,elder,1,Elderwood
Flash in the sky ,lightning,1,Dazzling lightning display
Orchestral hardware ,instruments,11,Full complement of instruments
Tidy ,neat,1,Neatly arranged
Luscious ,delectable,14,Blissfully delectable
Profound ,deep,1,Deep-seated
Hill near Telford ,wrekin,12,"Wrekin Hills (nearly equidistant from both Shropshire and Staffordshire, but not directly in Telford)"
Politically-inspired murder ,assassination,1,"Assassination: A premeditated, politically motivated killing"
Pondered ,mused,9,Philosophically mused
Done in an obvious way ,overt,9,Overt misconstrue
Perfect for the purpose ,ideal,1,Idealized
Comfy seat ,armchair,2,Plush armchair
