CLUE,ANS,POS,FOUND IN
Land covered with trees ,forest,3,Forested
Desiring or being short of ,wanting,6,Wanting desperately
- May Alcott; author ,louisa,20,Sister to Louisa May Alcott
Bay State ,massachusetts,1,Massachusetts origin
Twenty-first letter of the Greek alphabet ,phi,7,Phi (F)
Lock (of hair) ,tress,4,Tresses
"_____-Korsakov, Russian composer (1844-1908)",rimsky,1,"For the crossword clue regarding Rimsky-Korsakov, only one word is needed as it directly answers the question.)"
"Author of Our Mutual Friend, d. 1870",dickens,1,Charles Dickens
System of beliefs,creed,3,Codified creed
Cleaner - TV programme,soap,2,Soapy
Suffocation ,asphyxia,3,Asphyxiated
Words said to a sneezer ,bless you,1,Bless you!
Pester persistently,harass,10,Constantly harassing
