CLUE,ANS,POS
Reject disdainfully ,spurn,5
Place of worship,temple,4
Self-service meal,buffet,1
Afternoon performances,matinees,6
Jutting part of lower jaw,chin,1
"Ancient Asian city, now in Jordan ",petra,1
Pulchritude,beauty,2
Took a loan of ,borrowed,1
Natural gift ,talent,1
Blown-up photo ,enlargement,1
Treatment centre ,clinic,2
Wool from long-haired goats ,angora,2
State of southern US ,alabama,1
Dramatic works set to music ,operas,1
Hoodlum ,thug,1
A persuasive swindler ,con man,16
Concerted operation to sully someone's name,smear campaign,1
Implicit,tacit,4
Countrified,rural,1
"Implement for writing, drawing etc",pencil,1
Musical dramas ,operas,1
Utilises ,uses,1
Means of detecting and locating distant objects,radar,4
Judging panel ,jury,1
Modern Constantinople ,istanbul,1
