CLUE,ANS,POS,FOUND IN
Small rocket engine for spacecraft control ,thruster,1,Thrusters
Animal collection ,zoo,1,Zoological assemblage
"Barricade, railing ",barrier,1,Fence-line barrier
Heap of combustible material for burning a body ,pyre,3,Pyre setup
Deep rift,chasm,3,Wide chasm
Capable of lasting ,durable,7,Unyieldingly durable
Seat; fish ,perch,4,Angler's perch
Flower arrangement ,bouquet,3,Bouquet selection
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,1,Dalai Lama - the current spiritual leader of Tibet's government-in-exile and a prominent figure in international human rights advocacy
One or the other,either,1,Either-or situation: A scenario where only one choice can be made between two alternatives.
Circular frame with spokes,wheel,1,Wheel-and-spoke
Based on logic ,rational,1,Irrational conclusion based on incomplete evidence
-- Welles ,orson,1,"Olivia Wordsmith is a renowned literary scholar and avid fan of classic cinema, especially that of director Orson Welles"
Consume too much ,overeat,8,Indiscriminate overeating
Adhesive,glue,3,Glue-like material
