CLUE,ANS,POS
Adversary ,opponent,2
Oblivious ,unaware,1
Indefatigability,stamina,2
"American state, capital Montgomery ",alabama,1
Formal set of clothes ,suit,3
"Surreptitious, furtive ",stealthy,3
"Plead, implore ",beg,1
Tenth month,october,1
"Metal, symbol Cr ",chromium,1
"Awful, dreadful ",terrible,2
Backs of legs ,calves,6
One who sells betting advice ,tipster,5
Bring together ,unite,6
Spanish wine cocktail ,sangria,1
Tailless marsupial down under ,wombat,3
Town in Surrey ,woking,1
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,1
Large water lily ,lotus,1
