CLUE,ANS,POS,FOUND IN
Former currency of Portugal,escudo,15,"Sinoptro (playful combination of ""sine"" and ""Escudo"")"
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,12,Henrik Ibsen's contemporary playwright
Darkness ,night,2,Night-time
Smithy ,forge,2,"Forges: The place where metal items are shaped, especially by heating and beating."
Level or smooth ,even,6,Even ground
Plant with small blue flowers ,forget-me-not,3,Forget-me-not (Myosotis spp.)
African country -- I am a bin (anag) ,namibia,5,"Namibia (Namibian - ""namibien"")"
Old name for Spanish peninsula ,iberia,1,"Over time, it evolved to refer specifically to the Iberian region on the European continent, encompassing modern-day Spain and Portugal"
Vigour ,energy,14,Invigorating energy
Viral disease causing paralysis ,polio,1,Poliomyelitis
Visit casually ,drop in,8,Lackadaisical drop in
