CLUE,ANS,POS
Edict ,decree,4
Town in county Fermanagh ,enniskillen,2
Turnaround,reversal,1
Holy ,divine,2
Hereditarily-ruled Channel Island ,sark,5
Betting ,wagering,1
Trial ,hearing,4
Secret - mysterious,arcane,8
Touching lightly so as to cause laughter ,tickling,1
Close by,adjacent,3
"Adulterated, tainted ",impure,11
Motor vehicle for the seashore ,beach buggy,1
Sure ,certain,2
Fleet commander,admiral,1
Proper; owed ,due,1
The official who ensures fair play ,referee,1
Dispossess ,deprive,2
Process of ending ,cessation,3
