CLUE,ANS,POS,FOUND IN
Group of fish ,shoal,2,Shoal of fish
A slang blunder - drop it ,clanger,14,Clanger (British slang for a mistake or blunder)
Underground chapel ,crypt,15,Cryptic chapel
Net for fishing at sea ,trawl,1,Trawl net
Prolonged public dispute,controversy,2,Ongoing controversy
Pig meat ,pork,4,Pork chop
Hold affectionately ,embrace,5,Embrace warmly
Picture ,photo,3,Photograph
Periods of activity ,sessions,11,Collaborative work sessions
Event causing great damage ,catastrophe,19,Oil spill catastrophe
Totalitarian Russian leader,stalin,1,Joseph Stalin
Resolve; come down ,settle,3,Settle the issue
