CLUE,ANS,POS
Old sailors' dance,hornpipe,4
Something seldom seen ,rarity,4
"Amount, aggregate ",sum,1
Disney film,bambi,1
Barred enclosure for animals ,cage,1
Mischievous fairy ,pixie,2
Room ,chamber,2
"Canted, angled ",tilted,2
Assignation; fruit ,date,18
Civilian soldiery ,militia,3
Great Greek author of the Odyssey ,homer,1
Laces a province in France ,alsace,2
Intoxicating drink ,alcohol,1
Grill for outdoor cooking ,barbecue,1
Carve etc so as to raise from surface ,emboss,10
Prison accommodation,cell,1
The Red Planet ,mars,1
