CLUE,ANS,POS,FOUND IN
Couple ,two,3,Twosome
Very detailed ,intricate,1,Intricately described
Increase in size,grow,3,Growth
Former shire official,reeve,5,Shire-reeve
Strength -- could possibly ,might,3,Mighty
Fit of petty annoyance ,huff,11,Huffiness
Consider likely to happen,expect,4,Expected
Virus disease leaving pockmarks ,pox,1,Smallpox (historically known for causing pockmarked skin)
Spoken ,oral,5,Expressed orally
Overprotective government deplored by Thatcher ,nanny,1,Nanny state
Exhibit ,show,2,Showcase
Semi-precious variety of agate,onyx,7,Onyx (partly precious)
Standard of perfection ,ideal,1,Idealized
Ill-mannered child,brat,17,Bratty
Curative mineral spring ,spa,4,Spa water
Old cartoon sailor,popeye,1,Popeye (the most iconic old cartoon sailor)
Precipitous ,steep,2,Steep (clue might be about terrain)
"Subjects, themes ",topics,2,Topics (7 letters)
Hereditary molecule ,gene,1,"DNA (deoxyribonucleic acid, carries genetic information)"
Colour of embarrassment? ,scarlet,6,Scarlet hue
System of words ,language,16,Language family
