CLUE,ANS,POS,FOUND IN
Abstemious ,sober,6,Sober lifestyle choice
Open ,unseal,7,Unsealed
Land covered with trees ,forest,1,Forested
Desiring or being short of ,wanting,6,Wanting extra supplies
- May Alcott; author ,louisa,17,Amelia's daughter (referring to Louisa May Alcott)
Not achieving one's aim ,unsuccessful,4,Unsuccessful outcome
Porous fibres for soaking up ,sponge,3,Spongelike
"_____-Korsakov, Russian composer (1844-1908)",rimsky,3,Rimsky-Korsakov
"Author of Our Mutual Friend, d. 1870",dickens,1,Charles Dickens
Story ,tale,1,"Despite her family's humble circumstances and their frequent struggles with hunger, Lily found solace in the vibrant tales told by traveling storytellers from distant lands."
Suffocation ,asphyxia,6,Asphyxiated
Words said to a sneezer ,bless you,1,Bless you!
Pester persistently,harass,14,Always harassing
"Pledges, vows ",promises,2,Promises made
Fast-moving stream ,torrent,5,Burbling torrent
Underground chapel ,crypt,9,Ancient crypt-chapel
Net for fishing at sea ,trawl,3,Trawl nets
Prolonged public dispute,controversy,7,Extended controversy
Gain by work ,earn,1,Earning wages
Pig meat ,pork,6,Belly pork
American snake (informal) ,rattler,14,Western diamondback rattler
Hold affectionately ,embrace,3,Embraced warmly
Scrounge ,beg,2,Beg for scraps
Unpleasant coldness ,chill,1,Chilly
Totalitarian Russian leader,stalin,1,Joseph Stalin
Resolve; come down ,settle,2,Settle a dispute
