CLUE,ANS,POS
"Clothing, apparel",attire,1
Agra tourist attraction ,taj mahal,1
Winged god of love ,eros,2
Pay a quick informal visit,pop in,1
Self-satisfied ,smug,4
Widespread killing ,massacre,2
Arrow maker ,fletcher,3
They're smaller than towns ,villages,1
Book series by John Galsworthy ,the forsyte saga,1
Pre-Aztec Mexicans ,toltecs,5
Lively Parisian dance ,cancan,7
Inuit abode,igloo,1
Strong drink ,vodka,5
Elevate ,raise,2
Dead ,extinct,6
Brigham Young state ,utah,1
Home loan ,mortgage,1
Bright and warm ,sunny,1
Warning of danger ,alert,1
Hazel nut ,filbert,1
Pleasure seeker ,hedonist,1
