CLUE,ANS,POS,FOUND IN
Godparent ,sponsor,4,Divine sponsor
Pigpen ,sty,5,Mosaic style
Reviling with coarse language,abusive,10,Abusive language
A really foul smell ,stench,3,Foul stench
Get on - governing body ,board,1,Board Members
State of equilibrium ,balance,1,Balanced
Horrific experience ,ordeal,5,Shocking ordeal
Instructions for cooking ,recipe,2,Preheat oven or stove as required by your recipe.
It's said to be the best medicine ,laughter,3,Laughter therapy
Arthurian character ,lady of the lake,19,The Lady of the Lake (a key figure in Arthur's rise to power)
Asian republic ,laos,10,Laos (a socialist republic in Asia)
One more time ,again,6,Recite again
Leave out ,omit,5,Irrelevant detail (to omit unrelated facts)
Porous lava ,pumice,4,Pumice-rich
Person of great strength -- moon of Saturn ,titan,11,Titan (Titan is a moon of Saturn and has a strong gravitational pull but not specifically 'strength' in the physical sense; more associated with size than personal fortitude)
