CLUE,ANS,POS,FOUND IN
Charge with crime ,indict,3,Indicted
Cold dish ,salad,6,Air-chilled salad
Barrier of stakes and timbers ,stockade,6,Timber stockade
Savoury jelly ,aspic,1,Seasoned aspic creation
Fascinated ,interested,15,Captivatingly interested
From end to end ,through,5,Backwards through
Belgian surreal painter ,magritte,1,René Magritte
Vase with handles ,urn,21,Coffee urns (large containers that can be handled and often used in a manner similar to a vase when serving large gatherings)
"Sinew, maybe 3 ",tendon,2,"Ligament: Similar to a tendon, ligaments also connect parts of the body—in this case, they connect bones to other bones at joints"
Deciduous tree ,poplar,4,Poplar Tree
Thread or tall tale ,yarn,4,Overblown yarn
Separating into parts ,dividing,20,Dividing line
Domestic cattle ,oxen,8,Oxen (traditionally trained)
Harvests ,crops,2,Gathering crops
Charged particle,ion,1,Ionized atom
