CLUE,ANS,POS,FOUND IN
Elgar (anag),large,4,"Largest instrument in an orchestra: The timpani, also known as kettledrums, which were frequently featured and praised by Elgar for their powerful sound."
At high speed ,fast,7,Fast-paced
Bursary ,grant,1,Grant for education
Exclamation from Archimedes ,eureka,1,"Eureka! - Discoverer's joy or sudden insight (""I have found it!""), inspired by the famous moment when Archimedes discovered the principle of buoyancy while taking a bath."
Medicine given for its psychological benefit alone,placebo,1,Placebo effect
Stretch ,extend,1,Extended or elongated
Contentious point ,issue,1,Disputed issue
Sealed so as to be airtight,hermetic,9,Airtightly hermetic
Likeness of a person ,portrait,19,Resembles a family portrait subject
Settle ,solve,9,Resolve disagreement
What cows chew ,cud,2,Cud-chewing cows
Disband troops ,demob,19,Demobilize military personnel
Said or did again ,iterated,1,Reiterated
"Annul, revoke ",repeal,10,Repealed (typically used in the context of laws or decisions)
Ability to act ,power,16,"Charismatic: Having an attractive, persuasive personality that enables one to act in a powerful way."
Took to be the case ,assumed,3,Assumed without proof
Fall from the faith ,lapse,1,Spiritual lapse
Sister of Osiris ,isis,1,"Isis - As the sister of Osiris, she is one of Egypt's most significant deities in both mythology and religion."
Native of Calcutta region ,bengali,1,"Bengali: Individuals originating from the Bengal region, which includes modern-day West Bengal in India and Bangladesh."
Ship ,liner,4,Ocean liner
Songbird,thrush,11,Thrush (known for its melodious call)
