CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
Porous substance to absorb liquid ,sponge,1
United States ,america,1
Thin and easily torn ,flimsy,1
Swarm of insects ,plague,8
Driver's violent anger ,road rage,2
Cancel out,nullify,5
Slender ,thin,1
Occurrence ,event,2
Birthplace of Jesus,bethlehem,2
A synthetic fabric ,nylon,1
Police officer,inspector,6
Plant seeds ,sow,3
Measuring stick ,ruler,7
"Pillager, plunderer ",raider,3
Men who are mighty in battle ,warriors,2
Apprehension ,dread,6
Light shoe,flip-flop,5
Abnormal body sac containing fluid ,cyst,2
