CLUE,ANS,POS
Pigment from the cuttlefish,sepia,2
"Honourable, sincere ",honest,1
Row; level ,tier,2
Move; garment ,shift,1
Spray can ,aerosol,1
Effortless ,easy,2
Unit of resistance ,ohm,1
Female red deer,hind,1
Question ,query,2
A small quarrel ,spat,1
"Is, lives ",exists,1
Heap ,mass,9
Allow fresh air to circulate ,ventilate,1
Red gemstone,garnet,1
Main sleeping chamber ,master bedroom,6
Improper application ,misuse,1
Sample ,specimen,1
Collision ,impact,2
"Connecting, putting together ",linking,2
Scandinavian country ,sweden,2
Feel indignation at ,resent,1
Craved ,yearned,7
Hazard ,peril,2
Place of execution ,gallows,2
Parent's sisters (informal),aunties,4
Of wolves ,lupine,2
Fatigued ,tired,6
Flightless bird,emu,3
Hollywood award ,oscar,1
Buyer of goods,consumer,1
Festivity ,gala,4
Beelzebub ,satan,2
