CLUE,ANS,POS,FOUND IN
Means of help in project ,resource,5,Accessible resources
(Of show) performed by a single person ,one-man,2,One-man band
Language of much of the New World ,spanish,7,Spanish-speaking regions
Adhesive ,glue,3,Gluey solution
Ha-ha or peculiar? ,funny,4,Funny quirk
Vulpine ballroom dance ,fox trot,10,Fox trotters' charm
Exhales sadly ,sighs,1,Sighs heavily with disappointment
Any plane figure with straight sides ,polygon,1,"Polygons can range from triangles (3-sided figures) to higher-order shapes with many more sides, such as decagons (10-sided polygons), dodecagons (12-sided polygons), etc., depending on the number of straight sides they possess."
CS Lewis' fictional realm,narnia,1,"Lewis, Narnia is a captivating, mythical world that blends elements of British folklore, Christian allegory, and magical realism"
Church's policy ,doctrine,1,Sacred doctrine
Units of sound intensity ,decibels,15,Acoustic power (also known as acoustic energy or loudness in decibels relative to a reference value)
Exhausted,tired,3,Tired out
Disease of pigs ,swine fever,3,African swine fever
Furrow ,groove,1,Grooved texture
a tasty sweet - in France ,bonbon,15,"Vintage candy: ""Antique confection,"" like a rare chocolate-covered bonbon, collected by enthusiasts for its historical significance."
Regular traveller to work ,commuter,1,Daily commuter
Reuse (old ideas) with little improvement ,rehash,5,Rehashed theory
