CLUE,ANS,POS,FOUND IN
Former prime minister ,thatcher,4,"Thatcher (Margaret Thatcher, former Prime Minister of the United Kingdom)"
Consume ,eat,19,Eat in
Occurring in repeated series of events ,cyclic,1,Cyclical
Young eel ,elver,12,Elver (a juvenile eel)
University qualification,degree,3,Bachelor's Degree in Linguistics from Harvard University (undergraduate degree)
The emblem of the US is bald ,eagle,1,"Eagle (the national bird, not directly related but often associated with the symbol)"
Brush gently - coup,stroke,2,"Given the gentle nature of the verb ""brush,"" it's likely that the intended answer is not a direct hit, but rather a stroke that leads up to the coup."
The sheltered side ,lee,1,Leeward
Courage ,heart,14,Stoutheartedness
Bluish shade of green ,teal,2,"Teal - a blue-green hue, often used to describe jewelry and decorative items"
Average; clairvoyant ,medium,8,"Medium (average, yet connected to the spirit world)"
