CLUE,ANS,POS
Lock openers ,keys,2
Small particular part,detail,1
Small enclosed space,cubbyhole,1
Baby frogs ,tadpoles,1
Level a charge against ,accuse,1
Prickling sensation ,tingle,1
"- Jones, English architect ",inigo,8
Shouting ,yelling,1
Installer of mains-powered equipment ,electrician,1
"Concepts, notions ",ideas,1
Sea between Italy and former Yugoslavia ,adriatic,1
MC in full ,master of ceremonies,1
Joint of the body ,shoulder,5
Acclaim ,praise,1
Of little importance ,trivial,4
Diplomatic messenger ,envoy,1
Fossilised resin ,amber,1
Graduates of a college ,alumni,1
Guided anti-ship missile ,exocet,2
