CLUE,ANS,POS,FOUND IN
"Sphere, globe ",orb,7,Orb (object in orbit)
Branch of technology including aviation ,aerospace,5,Aerospace Engineering
Church robe ,vestment,3,AltarVestments
"Foretell, be a sign of ",augur,8,Augury - an omen or sign that is taken to indicate a future event; historically based on observing birds.
Skin complaint ,eczema,2,"Eczema - An itchy, inflamed rash caused by an overactive immune response leading to dry, cracked patches of skin."
Long-necked bird ,emu,11,Emu - This flightless bird has an unusually long neck compared to other species.
"Of a period of government, such as in Britain 1811-1820",regency,1,Regency (Britain) - The era from 1811 to 1820 when George IV acted as regent due to his father's incapacity.
Unmarriied state for religious reasons ,celibacy,14,"Puritan (historically, some puritans chose celibacy for religious reasons)"
Bring charge against ,accuse,16,Accuser
Make reference to ,cite,6,"Cite - Use a passage, verse, or example from the work of another as evidence or support for an argument or statement."
Earth science ,geology,2,"Geology - The study of solid Earth, including rocks, minerals, mountains, and plate tectonics."
Chemical indicator ,litmus,1,Litmus Paper - A common pH indicator used to determine acidity or alkalinity in solutions.
