CLUE,ANS,POS
Grumbler ,grouch,7
Border or leeway ,margin,1
Automaton resembling a human,android,2
Money lodged to secure release pending trial ,bail,1
Correct ,proper,9
Glue ,adhesive,1
Carry out ,execute,1
Item of make-up ,lipstick,7
"Obstinate, unwilling to yield ",stubborn,1
Annulment ,cancellation,4
Central part ,core,1
Watchtower over a castle gate - bin a crab (anag),barbican,2
Therefore ,thus,2
Style of art such as that of Jackson Pollock ,abstract expressionism,1
"Competent, fit ",able,14
Large gun ,cannon,1
Readily apparent ,evident,2
Alliance ,guild,8
Ruler ,queen,2
Strong wind ,gale,1
Intensely; harshly ,severely,1
Burial place ,tomb,3
Feeling of boredom ,ennui,1
Jealousy ,envy,1
Devotion (to a task) ,dedication,1
Peak ,acme,5
Definite article ,the,1
Pedantically find fault ,nitpick,7
Cut of meat from the lower back and sides,loin,1
"Answer, reaction ",response,1
Striped equine ,zebra,1
To a small degree ,slightly,1
"Shrewdness, good for business ",acumen,2
