CLUE,ANS,POS,FOUND IN
Arab ruler ,emir,3,"Emir - An Arabic term used for a commander or ruler; historically, it was often applied to regional leaders in pre-Islamic and Islamic times."
Continental ,european,14,"Alps - A great northern European mountain range system that extends across several countries, including France, Switzerland, Italy, and Austria."
"Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto",solar system,1,Solar System - Refers to the collection of celestial bodies including the sun and its orbiting planets and other objects such as dwarf planets.
Duo ,two,18,Sympathetic pair (two characters who share a bond in literature)
Impels to be plain ,simple,1,Simplify - to make simple or easy to understand
Absence of logic ,irrationality,3,"Irrationality - Lack of reason, illogical thinking or behavior."
Wimbledon game ,tennis,12,TennisRacket
Give testimony,bear witness,20,Bear witness to
Film scene from an earlier time,flashback,11,Flickering Flashback
Boiling water vapour,steam,1,Steam - Water in its gaseous state produced by boiling or heating.
Carve a statue ,sculpt,1,Sculptor
Generally liked ,popular,20,Popularity
