CLUE,ANS,POS
Transmit ,send,9
Brave ,valiant,3
"Aped, copied ",imitated,1
A literary genre ,poetry,47
Italian operatic composer ,puccini,2
Latin American dance ,rumba,5
Paid attention to ,heeded,13
Our galaxy ,milky way,1
Beautiful ,lovely,6
Leave out ,omit,1
Roundhead's foe ,cavalier,1
One working reduced hours ,part-timer,1
Speck ,mote,16
Underneath ,below,2
Wander from subject ,digress,1
Feeling remorse and guilt ,ashamed,4
Shrove Tuesday festival,mardi gras,2
French Channel port ,dieppe,4
Narrow strip of fabric ,ribbon,1
Let fall ,drop,1
Central core ,nucleus,1
Tie-on label ,tag,1
Fasten securely; aquatic mammal ,seal,23
Undeserving ,unworthy,1
Nimble on the feet ,agile,1
"Moving, doing things ",active,1
US coin ,nickel,2
A glass; a pigeon ,tumbler,2
Wrenching of a joint ,sprain,4
(Award for) academic skill ,scholarship,1
Tract of open land ,heath,7
Window on board ,porthole,1
Deny the truth of ,repudiate,5
Outbreak ,epidemic,1
Doctrine that advocates equal rights for women ,feminism,1
The pride that goes before a fall ,hubris,1
"Names, of books say ",titles,1
Travelling bag,holdall,14
"Connive, intrigue ",scheme,2
Source of annoyance ,irritant,2
Just a fragment of food ,morsel,2
Young elephant ,calf,1
Lifeless ,inanimate,1
Stance ,posture,2
180 degrees change of direction,u-turn,2
Bell flower ,campanula,1
