CLUE,ANS,POS
Downward path ,descent,1
"Ghastly, grisly ",gruesome,1
Marvellous ,superb,5
Small bird ,wren,6
Advertising booklet,brochure,3
Meddle ,interfere,1
Soaked ,drenched,1
"Small, light boat ",canoe,6
Plate protecting the skin of fish and reptiles,scale,1
Skin or thin paper ,tissue,6
Southern African desert ,kalahari,1
Young sheep ,lamb,1
Lack of anything being done ,inaction,1
Despicable type (of insect?) ,louse,6
Exclusive control of something ,monopoly,1
Loss of memory ,amnesia,1
