CLUE,ANS,POS
Language of much of the New World ,spanish,1
Impelled ,driven,6
Hand tool for plasterers or gardeners ,trowel,1
"'-' Marciano, US boxer ",rocky,17
Promise or pawn ,pledge,1
Adhesive ,glue,1
Vulpine ballroom dance ,fox trot,1
Orderly ,methodical,5
Exhales sadly ,sighs,1
CS Lewis' fictional realm,narnia,1
Church's policy ,doctrine,2
Assessment ,appraisal,2
Froth ,suds,6
White coating caused by damp ,mildew,2
Herb ,thyme,2
Disease of pigs ,swine fever,1
Period learning a trade ,apprenticeship,1
Bird used in falconry ,goshawk,7
Furrow ,groove,15
Regular traveller to work ,commuter,1
Reuse (old ideas) with little improvement ,rehash,11
