CLUE,ANS,POS
Former West German capital ,bonn,1
South Pacific member of the Commonwealth ,fiji,7
Subcontinent ,india,9
Small in length ,short,2
"In this, you have a positive bank balance ",credit,1
Impractically idealistic,quixotic,3
That which is aimed at ,target,1
Mediocre ,average,2
Peculiar in behaviour ,quirky,4
Conflict ,strife,7
Flax fabric ,linen,1
University teacher ,lecturer,4
Colour; sad ,blue,14
Organic matter in topsoil ,humus,2
Husks of cereal grain,bran,1
Pull a face ,grimace,1
Dying coals in fire ,embers,1
"Career, calling ",vocation,2
