CLUE,ANS,POS
A pause in the middle of a verse line ,caesura,11
Indistinct ,hazy,7
Trustworthy or candid ,honest,2
Wealthy,rich,3
Twofold ,dual,2
Graceful,poised,2
Mexican hat ,sombrero,1
Part of blood; vaccine ,serum,2
Jolliest ,merriest,4
Legendary sailor of Arabian Nights ,sinbad,2
Seeks advice from ,consults,1
Person who nets the ball,scorer,6
Difficulties to be resolved ,problems,5
Corner; fish ,angle,2
Of society or its organisation ,social,1
"Cautious, prudent ",circumspect,8
