CLUE,ANS,POS
High-pitched and sharp ,shrill,2
Listen to,hear,5
Save from danger ,rescue,4
Sweetener ,sugar,1
Enclosed drain under a road or railway ,culvert,1
Underarm protection? ,deodorant,1
Projectile; salad plant ,rocket,20
Former British rule ,empire,1
Group formed to limit competition ,cartel,1
Trojan hero,hector,4
Substance used in dyeing ,tannin,2
Intrepid ,fearless,4
The largest flatfish ,halibut,3
Spanish painter born in Greece ,el greco,5
Game bird (in a pear tree?),partridge,1
Ships travelling together ,convoy,3
Of the kidneys ,renal,1
Look over ,survey,1
Happy-go-lucky ,carefree,1
