CLUE,ANS,POS,FOUND IN
"Not liable to, perhaps disease ",immune,1,Immune-compromised
Arachnid ,spider,1,Spiders
United States ,america,4,Americanism
Thin and easily torn ,flimsy,7,Flimsy construction
"Flip, coin or pancake say ",toss,1,Tossed
"Annelid worm, used in medicine of old",leech,1,"Leech: In ancient medical practices, leeches were commonly used as a form of bloodletting therapy to restore the balance of humors within the body"
Occurrence ,event,2,Coincidence: The fact that two or more events occur together by accident and without a causal relationship.
Greek tragedian ,aeschylus,3,"Aeschylus - Known as the ""father of tragedy,"" he is credited with introducing the second actor in plays, which allowed for more complex interactions between characters"
Birthplace of Jesus,bethlehem,3,Bethlehem of Maccabees
Turkish dynasty or long cushioned seat ,ottoman,1,"Ottoman (as in the Ottoman Empire, a prominent Turkish dynasty)"
Plant seeds ,sow,4,Sowing phase
"Length of time, or a full stop ",period,11,"Punctuation mark (full stop, period)"
Electronic material ,silicon,13,Photovoltaic cells/solar panels (made of semiconductor materials like silicon)
Handsome young man of Greek mythology ,apollo,2,Apollo Musagetes (Apollo as the leader or patron god of the arts)
Attack by many parasites ,infestation,7,Burdened with infestations
First tsar of Russia,ivan,4,"Ivan IV (initially known as Ivan the Terrible, but not technically a tsar until later)"
Every single one ,each,1,Each individual member
